"P_000736","P_000737","P_000646","P_000647","P_000648","P_001886","P_001887","P_002539","P_002540","P_002521","P_002522","P_002547","P_002548","P_000733","P_002440","P_000687","P_000690","P_000691","P_000721","P_000720","P_000744","P_000745","P_000753","P_002441","P_000500","P_000501","VAL_0","VAL_1","VAL_2","VAL_3"
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2298","TAXA DE COLETA, REMOÇÃO, E DEST. RESÍDUOS SÓLIDOS - TRSD - EXERCÍCIO - FT 501","1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122530",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS,"112253",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Setembro,9,"11225301",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,72631560.22,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"3015",MULTA POR INFRAÇÃO DIRCON - PARC. DÍV. ATIVA ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Setembro,9,"19110103",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - DÍVIDA ATIVA,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,626.5,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"2231",TAXA DE LIC P/UTIL DE MEIOS DE PUBLICIDADE - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Outubro,10,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,146.27,0,
"1",RECEITAS CORRENTES,"621310101",(-) FUNDEB,D,"8889",FUNDEB - RETENÇÃO SOBRE A RECEITA DO ITR,"1711",TRANSFERÊNCIAS DECORRENTES DE PARTICIPAÇÃO NA RECEITA DA UNIÃO,"1711520",COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"171152",COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Outubro,10,"17115209",COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL - DEDUÇÃO PARA FORMAÇÃO DO FUNDEB,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,90325.24,0,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1327",ISS ESTIMATIVA - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Outubro,10,"11145113",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,168.19,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4132",MULTA POR ATRASO ISS - EXERCÍCIOS ANTERIORES,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Fevereiro,2,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,114723.54,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1468",IMP. DE RENDA S/OUTROS RENDIMENTOS,"1113",IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,"1113034",IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS,"111303",IMPOSTO SOBRE A RENDA - RETIDO NA FONTE,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Fevereiro,2,"11130341",IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,107491.38,250983.15,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2113",TAXA DE LIMPEZA PÚBLICA - DÍVIDA ATIVA ADMINISTRATIVA,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Abril,4,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,1403.33,4677.78,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5512",JUROS S/TAXA DE SERVIÇOS - EXERCÍCIO ANTERIOR,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Abril,4,"11220102",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,157185.21,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6374",TRANSFERÊNCIAS DE INST. PRIVADAS - FT 669 - FMDPI,"1741",TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,"1741990",OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,"174199",OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS,"4",2024,"669",OUTROS RECURSOS VINCULADOS À ASSISTÊNCIA SOCIAL,Março,3,"17419901",OUTRAS TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","590500",FUNDO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA,,0,42171.22,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4241",MULTA POR INFRAÇÃO OBRIGAÇÃO ACESSÓRIA - ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Maio,5,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1397.43,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9145",REND. DE APLIC. FINANCEIRA - FT 749 - FEM,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"749",OUTRAS VINCULAÇÕES DE TRANSFERÊNCIAS,Maio,5,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","560100",FUNDO MUNI. DE INVEST EM INFRA URBANA EDUC. SAÚDE MEIO AMB. SUSTENTABILIDADE SEG. E DESENV,,0,8899.85,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2292",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - EXERCÍCIO ANTERIOR - FT 501,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"11215001",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,17666.91,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"1211",ITBI - EXERCÍCIO,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112530","IMPOSTOS SOBRE TRANSMISSÃO ""INTER VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS","111253","IMPOSTOS SOBRE TRANSMISSÃO ""INTER VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS",IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Junho,6,"11125301","IMPOSTOS SOBRE TRANSMISSÃO ""INTER VIVOS"" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,29969.08,0,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9457",AUTORIZ. SEMESTRAL PERMAN. SEPULTADO - PARQUE DAS FLORES - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Julho,7,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,3468.6,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6145",RECEITA DE APLICAÇÕES FINANCEIRAS - FT 501 - FCCR,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Setembro,9,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","620100",FUNDAÇÃO DE CULTURA CIDADE DO RECIFE - FCCR,,0,12873.78,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4138",MULTA DE MORA P/ATRASO NO REC. ISS FONTE EXERCÍCIO NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Setembro,9,"11145112",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,8310.6,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4558",MULTAS S/CONTRIB. CUSTEIO SERV. ILUM. PÚBL. - DÍVIDA ATIVA,"1241",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,"1241500",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,"124150",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,"4",2024,"751",RECURSOS DA COSIP,Outubro,10,"12415004",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - DÍVIDA ATIVA - MULTAS E JUROS,CONTRIBUIÇÕES,"2","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,321.9,1072.99,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2113",TAXA DE LIMPEZA PÚBLICA - DÍVIDA ATIVA ADMINISTRATIVA,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,1047.64,3492.14,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1336",ISS PRÓPRIO EX. ANTERIOR - NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Fevereiro,2,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,274026.89,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9483",ABERTURA COVA/ CATACUMBA P/ EXUMAÇÃO - CASA AMARELA - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Fevereiro,2,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,719.16,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"3009",MULTA POR INFRAÇÃO SDMAS - PARC. DÍV. ATIVA ADMINISTRATIVA - FT 501,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911061",MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,"191106",MULTAS POR DANOS AMBIENTAIS,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Fevereiro,2,"19110613",MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - DÍVIDA ATIVA,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,182.55,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1344",ISS FONTE EX. ANTERIOR - NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Março,3,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,124582.17,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2261",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Abril,4,"11215001",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,103799.21,345997.38,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"3005",MULTA POR INFRAÇÃO SDMAS - PARC. DÍV. ATIVA ADMINISTRATIVA,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911061",MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS,"191106",MULTAS POR DANOS AMBIENTAIS,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Abril,4,"19110613",MULTAS ADMINISTRATIVAS POR DANOS AMBIENTAIS - DÍVIDA ATIVA,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,182.28,607.6,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1314",ISS AUTÔNOMO - DÍVIDA ATIVA JUDICIAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Abril,4,"11145113",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,7814.28,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5520",JUROS SOBRE TAXA LICENÇA FUNCIONAMENTO - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Maio,5,"11210102","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - MULTAS E JUROS","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,9288.25,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"1121",IPTU PREDIAL - EXERCÍCIO,"1112",IMPOSTOS SOBRE O PATRIMÔNIO,"1112500",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,"111250",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Junho,6,"11125001",IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,24594.04,960.43,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4511",MULTA POR INFRAÇÃO AO CÓDIGO DE OBRAS,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911010",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"191101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Julho,7,"19110101",MULTAS PREVISTAS EM LEGISLAÇÃO ESPECÍFICA - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,11628.54,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1344",ISS FONTE EX. ANTERIOR - NFS-E,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Julho,7,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,30213.29,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6105",REND. DE APLIC. FINANCEIRAS S/OP. DE CRÉDITOS - FT 790 (BNDES/BB) - 15.01,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"754",RECURSOS DE OPERAÇÕES DE CRÉDITO,Abril,4,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,18681.64,
"1",RECEITAS CORRENTES,"621390101",(-) RESTITUIÇÕES DE RECEITA REALIZADA,D,"9437",UTILIZAÇÃO OU RESERVA DE VELÓRIO - PARQUE DAS FLORES - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Maio,5,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,208.77,0,
"7",RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,"621210101",RECEITA REALIZADA,C,"9684",CONTRIB. PATRONAL - ATIVO CIVIL - FUNDO RECIPREV,"7215",CONTRIBUIÇÕES PARA REGIMES PRÓPRIOS DE PREVIDÊNCIA E SISTEMA DE PROTEÇÃO SOCIAL,"7215021",CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO,"721502",CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL,CONTRIBUIÇÕES SOCIAIS,"1",2024,"800",RECURSOS VINC. AO RPPS - FUNDO CAPIT. (PLANO PREV.),Março,3,"72150211",CONTRIBUIÇÃO PATRONAL - SERVIDOR CIVIL ATIVO - PRINCIPAL,CONTRIBUIÇÕES,"2","610200",FUNDO PREVIDENCIÁRIO - RECIPREV,,0,992744.16,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6264",REND. DE APLICAÇÃO DE RECURSOS DO FUNDEB - FT 540 - 15.01,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"540",TRANSFERÊNCIAS DO FUNDEB - IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS,Maio,5,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,338533.32,
